prediction_id,biological_instance_id,environment_id,predictor,fidelity_delta_cosine,continuous_risk,reliable_label,legacy_transportability_label,legacy_target_risk
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpa2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpa2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.27870154,0.36064923,0,0.0,0.7274843092824118
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dync1i2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dync1i2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.056297444,0.4718513,0,0.0,0.9443138660977907
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps17__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps17,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.04632363,0.5231618,0,0.0,1.0496706271772458
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dld__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__dld,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.11482271,0.44258863,0,0.0,0.8878110617417175
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps12__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps12,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.0076569933,0.5038285,0,0.0,1.008739404658819
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__riok1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__riok1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.080224365,0.5401122,0,0.0,1.0812492561815277
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bcr__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bcr,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.18758291,0.40620852,0,0.0,0.8116664797107138
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl4__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpl4,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.012484739,0.4937576,0,0.0,0.9906978359079337
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpa1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rpa1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.085068256,0.4574659,0,0.0,0.9176043968939473
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__arcn1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__arcn1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.18229899,0.4088505,0,0.0,0.8185766258772982
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cse1l__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cse1l,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.29600626,0.3519969,0,0.0,0.7054475469625344
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__or1d2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__or1d2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.04248389,0.5212419,0,0.0,1.0398310108937305
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ccdc86__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ccdc86,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.050024003,0.47498798,0,0.0,0.9493977620135262
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__phax__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__phax,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.16701284,0.4164936,0,0.0,0.8336059315718007
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med19__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__med19,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.2080204,0.39598978,0,0.0,0.7928198594106767
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__kif11,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.11429012,0.55714506,0,0.0,1.1099369663082332
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd7__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd7,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.20428593,0.397857,0,0.0,0.8015218418555664
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naa38__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__naa38,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.14560235,0.42719883,0,0.0,0.8570376171289512
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__donson__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__donson,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.21534209,0.39232898,0,0.0,0.7880777954553495
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__supt5h__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__supt5h,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.33367383,0.33316308,0,1.0,0.6706636887670394
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nuf2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nuf2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.14151205,0.42924398,0,0.0,0.8631452001650711
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd6__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmd6,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.21401437,0.3929928,0,0.0,0.7922138737315314
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__zmat2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__zmat2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.1917965,0.40410173,0,0.0,0.8092703111191213
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__copa__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__copa,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.16609766,0.41695118,0,0.0,0.8364730884162819
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pmpcb__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__pmpcb,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.29450706,0.3527465,0,0.0,0.7303979139074175
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps29__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rps29,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.05666144,0.5283307,0,0.0,1.056296138427754
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc7a5__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc7a5,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.064205155,0.46789742,0,0.0,0.9343288608076694
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sin3a__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sin3a,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.06492645,0.46753675,0,0.0,0.9370173487582192
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nrde2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nrde2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.27767554,0.36116225,0,0.0,0.7265685986321414
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__prodh__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__prodh,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.011289168,0.49435544,0,0.0,0.9877351189250688
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp6__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__chmp6,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.017102176,0.49144894,0,0.0,0.984542586361644
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__vps54__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__vps54,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.13504305,0.4324785,0,0.0,0.8671012496998958
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nup205__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__nup205,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.043551635,0.47822416,0,0.0,0.9565768207923865
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ncbp2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__ncbp2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.02813277,0.4859336,0,0.0,0.9737628596508591
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cog2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cog2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.0045599425,0.49772,0,0.0,0.99580462579879
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__qars__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__qars,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.27507138,0.3624643,0,0.0,0.7309590568798624
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__sf3b2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.004987858,0.49750608,0,0.0,0.9948710456174551
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__igbp1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__igbp1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.094888605,0.45255572,0,0.0,0.9058524442222117
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmc2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__psmc2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.17670122,0.4116494,0,0.0,0.8273720536914901
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc39a9__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__slc39a9,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.05192556,0.47403723,0,0.0,0.9442419821326659
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krr1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__krr1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,-0.05424918,0.5271246,0,0.0,1.0543455005838538
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gab2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__gab2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.09239323,0.45380336,0,0.0,0.9093998826223765
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bub1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__bub1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.044853494,0.47757328,0,0.0,0.9563890520429074
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__orc1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__orc1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.20784967,0.3960752,0,0.0,0.7968469348930104
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__polr2b__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__polr2b,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.20890935,0.3955453,0,0.0,0.7945087915911997
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rrm2__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__rrm2,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.07393776,0.4630311,0,0.0,0.9351606905299291
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__mzt1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__mzt1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.06487806,0.46756095,0,0.0,0.9375042066758232
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__son__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__son,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.26312524,0.3684374,0,0.0,0.7442037740559548
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cdk1__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__cdk1,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.064462155,0.4677689,0,0.0,0.9373863674823119
pred__bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hspa9__ridge__dataset-heldout-split__ensemble3,bio__env-replogleweissman2022-k562-essential-k562-rna-essential-legacy-pilot__hspa9,env__replogleweissman2022-k562-essential__k562__rna__essential-legacy-pilot,ridge,0.39233917,0.3038304,0,1.0,0.6154155215762583
